episode,reward,length
0,-3.480194791035353,252
1,-35.10403360496484,252
2,15.773293671075345,252
3,-23.58855302078724,252
4,26.645670882549933,252
5,5.840722300294091,252
6,-0.8650505823828429,252
7,-25.915376071817242,252
8,-12.95252511022208,252
9,-7.155369708899121,252
10,27.06824434988424,252
11,-2.070893926977365,252
12,34.61558707230368,252
13,-23.197458143611424,252
14,17.587022760818915,252
15,1.5156458139054747,252
16,-9.616699351460676,252
17,7.780749751874771,252
18,12.397965481794461,252
19,13.361920657367204,252
20,-21.339498418264153,252
21,2.6074512544002273,252
22,-19.423199692356345,252
23,21.91257272510837,252
24,-17.090945179609275,252
25,22.346512146797064,252
26,-19.878255266548173,252
27,3.7315798587089173,252
28,18.071090363505785,252
29,15.187871181767967,252
30,-43.778933947178764,252
31,1.798183877224294,252
32,-0.022549680056113797,252
33,11.469372259136708,252
34,-14.412049427377635,252
35,17.049293527291397,252
36,-15.405360192129988,252
37,-4.2092982936002254,252
38,14.712390679739704,252
39,21.9978561504218,252
40,-9.561216228096473,252
41,4.371642432703998,252
42,8.52549572068626,252
43,-11.08543738332235,252
44,-20.388720195579623,252
45,8.010711072887167,252
46,14.424989311990657,252
47,-12.649912689333503,252
48,-22.874049630042823,252
49,14.654045049998821,252
50,-11.806135079412154,252
51,29.82503197166906,252
52,3.691610305302373,252
53,-23.020279165285267,252
54,12.997579777886838,252
55,35.942265031722116,252
56,20.496267171016704,252
57,-33.79384376897669,252
58,-7.095552595743114,252
59,-33.30667241232747,252
60,34.5503332784477,252
61,-4.408982561904475,252
62,28.496630017001554,252
63,-16.17558529355517,252
64,-2.5274096207788688,252
65,3.8312972033358967,252
66,-12.586283064395246,252
67,-10.461339936503602,252
68,-6.009786989732618,252
69,7.7235717701386815,252
70,-14.411241161853317,252
71,6.2867975688769695,252
72,-2.985073784684853,252
73,9.588640759122944,252
74,15.12424959552143,252
75,-5.502003277453753,252
76,-9.177580892817765,252
77,-3.835978011164198,252
78,-3.1901123583550572,252
79,32.39132453685078,252
80,49.75480571221008,252
81,-33.55514813655806,252
82,9.293727315731624,252
83,-38.04025149930643,252
84,29.66528606935562,252
85,-11.513757750420432,252
86,-21.910540825592893,252
87,10.663248364603902,252
88,23.75003311616142,252
89,20.816055527780822,252
90,-23.658444314085582,252
91,-25.593719339998046,252
92,24.057676297352515,252
93,40.349254596586455,252
94,-1.8409810874192867,252
95,12.76819531887282,252
96,-58.77918230885922,252
97,23.6075637396988,252
98,0.2793401232282363,252
99,-33.87520392794093,252
100,-3.1195675899522737,252
101,4.435307491172459,252
102,47.46315321533588,252
103,-36.19932610973004,252
104,-2.0428711389648933,252
105,8.630781233500123,252
106,-10.495974423980826,252
107,-11.598335143236593,252
108,-9.990956940242777,252
109,12.864604765937758,252
110,49.730202011744936,252
111,23.18563925173986,252
112,11.249338907495428,252
113,-64.5343979611875,252
114,-32.880919964925646,252
115,11.73228866328416,252
116,32.604229965638645,252
117,-15.711824117899456,252
118,7.946813974683957,252
119,-37.680095201046406,252
120,28.93510090973404,252
121,20.70780066830872,252
122,10.517887273202867,252
123,-30.778932462322853,252
124,-16.19922114863446,252
125,-25.172668159718818,252
126,45.66312650334549,252
127,29.04922502096611,252
128,-23.799516232208568,252
129,-11.550025737507573,252
130,-36.45263699528197,252
131,-17.95435745333247,252
132,-0.5675272928448548,252
133,-12.241578334731235,252
134,36.14561885113023,252
135,28.134065522259082,252
136,19.785085823300832,252
137,-40.41906350875055,252
138,6.616851955875118,252
139,-25.313849734449406,252
140,25.85021192158945,252
141,-24.714660624280203,252
142,26.17647037812323,252
143,-18.92320524698513,252
144,-16.16183444783136,252
145,-28.20182791673212,252
146,-6.793717103543255,252
147,29.36073909679712,252
148,48.58035127591503,252
149,7.35863325204655,252
150,-4.279202224091785,252
151,25.161341734870646,252
152,-22.338371300845544,252
153,19.904692477194676,252
154,9.369498454313904,252
155,1.0713789774912437,252
156,-32.82881759995333,252
157,-4.2405497870861435,252
158,-34.157856055282714,252
159,-24.153186264207594,252
160,9.265212568348842,252
161,-20.49728245088791,252
162,49.66678709944057,252
163,12.242999108548872,252
164,19.097257185096478,252
165,-28.125609663252924,252
166,-24.098099610323292,252
167,12.268471548770542,252
168,-26.710509524453332,252
169,47.41367782523889,252
170,23.8073794746199,252
171,25.053773723216224,252
172,-36.489981562080544,252
173,-33.03186837260278,252
174,8.817599495523723,252
175,-7.564520763347424,252
176,-22.10184389652186,252
177,10.659487780596644,252
178,12.55602340177934,252
179,38.195392677374244,252
180,-13.803009357704195,252
181,22.03532223498352,252
182,-43.34937205730771,252
183,7.19979447533953,252
184,-18.37769526729004,252
185,41.14364958353255,252
186,29.46003833609197,252
187,18.266026703820355,252
188,-33.00861145833527,252
189,21.31429179227182,252
190,-13.128364441076249,252
191,-3.6999599544398816,252
192,-43.224176522297775,252
193,5.333321735270198,252
194,20.858894109880694,252
195,-31.49638165072175,252
196,-15.521389725902408,252
197,31.15670752764648,252
198,23.640608900150077,252
199,-26.227398421075915,252
